sample_id,v_hf_frac_1k,v_spec_kurt,v_crest,v_transient_rate_2k,i_hf_frac_1k,i_spec_kurt,i_crest,i_transient_rate_2k
125,0.0049217558798066476,244.6651890614651,1.525552377804959,0.23809523809523808,0.0012292240407217089,248.4155487234211,1.5022766001376473,0.0
126,0.004741340772285254,246.27534366831406,1.5764157950485662,0.2857142857142857,0.0011691975598001408,248.1205255036006,1.5026464685184013,0.0
127,0.004618500485961742,244.83565720457534,1.5718034653390862,0.2857142857142857,0.001299895955611644,247.98090787466936,1.505460256332864,0.09523809523809523
128,0.005064772019513285,244.66606756723945,1.5532958209679621,0.23809523809523808,0.0012545060909752367,247.57605132790965,1.4959449506697546,0.09523809523809523
129,0.004584869569906343,245.41570884598232,1.5577831788437644,0.19047619047619047,0.0012736296520056572,248.00465344266158,1.5393445549635614,0.0
130,0.005013273006653103,245.05675604080344,1.5515963750829154,0.19047619047619047,0.001235056390307579,248.07624245811394,1.4856927324944367,0.0
131,0.004987982676540344,246.238985219896,1.58911479547412,0.23809523809523808,0.0011877510419979708,248.26417643313303,1.5095486636257827,0.0
132,0.004455825237357262,246.2976172637977,1.5565037091305576,0.23809523809523808,0.0012416677211057043,248.14515810259076,1.5144122798965218,0.0
133,0.004658610469996971,245.81262201736536,1.5056828335124388,0.19047619047619047,0.001277239276753331,247.92528849647616,1.5277811801804038,0.0
134,0.004783856689157339,245.51964593660753,1.5618263248227977,0.2857142857142857,0.0013536454413170635,247.5024323014219,1.5004933651920551,0.09523809523809523
135,0.0049127378311397555,244.83578201224034,1.5486155838713078,0.23809523809523808,0.001325581280834168,248.14584036088564,1.5472882864684543,0.0
136,0.00452125843835611,245.88982597689858,1.5571264720741025,0.2857142857142857,0.0012165022683004367,247.5243079868677,1.5023074594418633,0.09523809523809523
137,0.004601247152269784,245.36891022788404,1.523254021869037,0.2857142857142857,0.001247585259899844,247.8078208471321,1.4959246305442275,0.0
138,0.0049626351707946804,245.24128677311293,1.5321788617388743,0.23809523809523808,0.001240804954843213,247.97410940703904,1.4775664156681456,0.14285714285714285
139,0.004913599673654236,246.57650948912743,1.5541484648316046,0.2857142857142857,0.0013268040753242956,247.8904234258388,1.4944291302480768,0.0
140,0.004707010852520077,246.24833839113853,1.5733083009180355,0.23809523809523808,0.001312765751352786,248.02620656897943,1.5381699181685649,0.14285714285714285
141,0.004840995261398325,246.36763301639672,1.5478554106704814,0.19047619047619047,0.0013083865590601677,248.12889173623182,1.496805123528648,0.14285714285714285
142,0.004991054226726468,244.89023910748418,1.5639330558166213,0.23809523809523808,0.0013454378357222688,247.84293086664272,1.5257796206280843,0.0
143,0.004670246809011981,245.23184923683502,1.61993756389238,0.23809523809523808,0.0012569062353871882,248.07935725286197,1.5922036753779192,0.0
144,0.004891083342737423,245.10935615893732,1.5577482603776134,0.19047619047619047,0.001291041471392658,247.87884027411926,1.5056612134115213,0.0
145,0.004620261541750914,245.66700408793088,1.5429928173460914,0.23809523809523808,0.0012388791662663232,247.88714930530185,1.5018932170245112,0.0
146,0.005044630973893107,245.87480664748045,1.5306094111366964,0.2857142857142857,0.0013988201647936818,247.9591914226833,1.5457739954106602,0.047619047619047616
147,0.004959059127797523,246.14950907540327,1.628584207027913,0.23809523809523808,0.0012772426725508423,247.846015717954,1.5028641017308642,0.0
